comment;ambiente;bondadesPlataforma;CbondadesPlataformaCcasosPrueba;CbondadesPlataformaCconocerErrores;CbondadesPlataformaCconsejosFormativos;CbondadesPlataformaCdisponibilidadLinea;CbondadesPlataformaCespacioTrabajo;CbondadesPlataformaCfacilidadUso;CbondadesPlataformaClenguajes;CbondadesPlataformaCPracticaconstante;CherramientasUNcodeCcustomInput;CherramientasUNcodeClinter;CherramientasUNcodeCpythonTutor;ClogrosPedagogicosCaprendizajeAutonomo;ClogrosPedagogicosCejerciciosEstimulantes;ClogrosPedagogicosCevalluacionEstimulante;ClogrosPedagogicosCEvaluacionOptimizada;ClogrosPedagogicosChabilidadesProgramacion;ClogrosPedagogicosCresolucionProblemas;CMejorableAprenderProgramarCfallasGenerales;CMejorableAprenderProgramarCinflexibilidad;CMejorableAprenderProgramarCobjetivoEducativo;CMejorableAprenderProgramarCretroalimentacionInsuficiente;CMejorableAprenderProgramarCsustituible;colab;HerramientasUNcode;logrosPedagogicos;MejorableAprenderProgramar
Esta plataforma es sencilla de usar, permitiendo asi su facil manejo y entendimiento de la misma. Ademas, el contar con la herramienta visualize your code es de mucha ayuda ya que permite saber como se esta comportando el codigo que se esta escribiendo, y corregir mas facilmente los errores.;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Excelente  debido a que se trabaja online. Y creo que esto es fundamental debido a  que la comunidad universitaria la gran mayoria no cuenta con PC de ultima generacion;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Facilita el uso de una interfaz de manera rapida y accesible;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Facilita la calificacion de los ejercicios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Facilitaba la presentacion de los talleres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Facilito el envio de talleres, ademas corrige los codigos de forma inmediata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Falla Bastante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Falla a veces;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Fue el programa utilizado para evaluar el avance y conocimiento dentro de la materia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Fue muy util la proposicion de problemas reales aunque sencillos, con los criterios necesarios para un desarrollo automatizado.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Fue un buen programa con una buena cantidad de talleres los cuales fueron muy utiles para el desarrollo de solucion de problemas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Fue una manera util de probar y realizar trabajas de programacion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Fue util en sentido que era imparcial a la hora de calificar y esta abierto en cualquier escenario que el estudiante pueda entrar;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Fue util para realizar los talleres designados por el profesor, escribir el codigo en la pagina directamente lo hace mas facil, aparte de marcar errores y probar el codigo paso a paso, que son necesarias cuando no se entiende del todo alguna parte desarrollada;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Fue util porque al poder obtener una retroalimentacion inmediata del funcionamiento del codigo con base en los resultados obtenidos y los esperados permite corregir errores de manera progresiva y sobre la marcha para avanzar hacia la solucion correcta.;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
Fue util porque me enseno estrictamente a manejar condiciones establecidas para la ejecucion de un codigo;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0
Fue util y practica a la hora de probar mi codigo;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Fue util, para verificar nuestros fallos y seguir el codigo paso a paso;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Ha sido util para subir ejercicios, comprobarlos y calificarlos, dejando en claro el proceso que sigue el codigo y apuntan los errores que haya cometido, haciendo que aprenda por medio de la retroalimentacion;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
La evaluacion de cada uno de los programas resultaba un poco estresante, ya que muchas veces el error no era del codigo en si, sino de la manera de calificar en el interior de la plataforma.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
La explicacion de los enunciados, las entradas y las salidas esperadas, me ayudo mucho a lo largo del semestre para entender los distintos ejercicios, tanto a nivel de lengua materna como a nivel de la logica de programacion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
La facilidad para programas, las ayudas del editor y la verificacion de las respuestas;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
La funcion de ver el codigo paso a paso fue muy util para obtener una comprension mas profunda de los temas.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
La herramienta muchas veces da errores aun cuando la salida requerida es exactamente a como la pide. Los errores no son muy visibles, por lo que hace que uno se confunda, si la plataforma diera las entradas que evalua seria mas facil para el estudiante encaminar la programacion y entender el codigo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
La herramienta permite generalizar el codigo y asegurarse de que es funcional en la mayoria de casos posibles.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
La interfaz no es muy amable con el usuario inicial, la escritura es mucho mas estricta.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
La mayoria de veces, ya que hay test que no deja ver, y a veces son los unicos que arrojan el error.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
La mejor forma de aprender cualquier cosa es practicando y por medio de la plataforma uncode podemos practicar lo aprendido;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La opcion en la que uno puede ver que esta haciendo su codigo linea por linea es muy buena, ayuda demasiado.;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
La plataforma de uncode me parecio muy buena ya que te informa claramente de los errores que cometes y donde lo cometiste, cosa que es muy util para saber donde corregir el codigo y que es lo que no funciona. Tambien su metodo de calificacion me parecio muy bueno. Que se pueda visualizar que es lo que el programa espera que de el codigo y lo compare con la salida que tu le das me parecio algo muy importante, ya que en ocasiones las entradas y salidas que se dan de referencia no cubren la totalidad de opciones que puede tener el problema. Muy claro, muy organizado. Me agrado de una manera sorprendente;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La plataforma de uncode me parecio muy buena ya que te informa claramente de los errores que cometes y donde lo cometiste, cosa que es muy util para saber donde corregir el codigo y que es lo que no funciona. Tambien su metodo de calificacion me parecio muy bueno. Que se pueda visualizar que es lo que el programa espera que de el codigo y lo compare con la salida que tu le das me parecio algo muy importante, ya que en ocasiones las entradas y salidas que se dan de referencia no cubren la totalidad de opciones que puede tener el problema. Muy claro, muy organizado. Me agrado de una manera sorprendente.;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
La plataforma es muy precisa con los espacios, algo que no pasa en colab o en python de escritorio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
La plataforma fue un muy buen entorno para resolver ejercicios y con la implementacion que se hizo casi al final hizo que casi no se necesitara de la tutoria del profesor para entender los errores que se estaban cometiendo. Lo unico molesto era la velocidad para procesar las respuestas.;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1
La plataforma funciona bastante bien corriendo los codigos y tiene la herramienta para guiarse en lo que puede estar mal del codigo.;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
La plataforma no es versatil con los resultados, es preferible usar Colab;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
La plataforma permite depurar codigo y observar en que punto nuestro algoritmo esta fallando, adicionalmente, los ejercicios propuestos por los profesores para ser solucionados en un tiempo estipulado ayuda mejorando la eficiencia con que solucionamos los problemas.;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
La plataforma permite una evaluacion eficiente, con herramientas utiles como 'ver el proceso' y su interfaz permite una comprension idonea de las tareas.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
La plataforma tiene buenas herramientas como Python Tutor y poder ver los casos de prueba.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
La posibilidad de poder poner a prueba cada ejercicio realizado hizo que UNcode fuera una herramienta bastante util, ya que me permitio ir perfeccionando mi forma de programar con cada error aprendido.;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
La programacion se aprende practicando definitivamente, me gusto mucho, es muy didactica la plataforma;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Las herramientas de test y visualize son muy utiles a la hora de encontrar errores;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Las limitaciones de espacio y memoria de uncode planteaban un reto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Lo fue ya que con las herramientas permitia ver el proceso del codigo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Lo que mas me gusto de UNCode fue la facilidad de uso y su practicidad. Durante todo el semestre, lo use no solo para los talleres y quizes, sino tambien para probar y ejecutar codigos para otros usos. La plataforma de UNCode es muy limpia y clara.;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Los casos de prueba ayudaron bastante;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Los ejercicios al ser de elevada dificultad exigen una buena preparacion para la resolucion de los codigos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Los ejercicios propuestos me ayudaron a desarrollar logica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Los ejercicios sirven mucho para aplicar los temas que el profesor nos ensenaba, sin embargo creo que mi desempeno bajaba ya que estaba bajo presion pero entiendo completamente que si haga evaluando ya que es una manera de motivar, es algo mas para mejorar de mi parte;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Los ejercisios eran bastante precisos con respecto a cada tema, lo que permitia que desarrolle la logica y aplicacion de las herramientas del lenguaje de programacion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
Los problemas evaluaban problemas y/o clarificaban confusiones comunes de los estudiantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Los talleres dejados por el profesor, refuerzan lo que el ensena.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Mas alla de que es una plataforma para presentar tareas, depende mucho del conocimiento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1
Me ayudaba a practicar con distintos ejercicios.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Me ayudo demasiado a ver los problemas de una manera sencilla;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Me parecia que tenia herramientas utiles, como (en mi caso con el lenguaje python) ver como funcionaba paso a paso el programa, y saber si funcionaba para los tests propuestos;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Me parecio bueno que resolvi ejercicios dando uso a herramientas de python y aprendi sobre logica y pensamiento de un ingeniero.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Me permite ver cuales son los casos en que mi codigo no funciona, y aporta sugerencias para abordar el problema. De esta manera es posible corregir los ejercicios y aprender la forma correcta de solucionarlos. Me parece interesante la parte del tiempo de ejecucion, ya que era algo que no tenia en cuenta antes al programar.;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Me permitia hacer un seguimiento de mis programa, como cambiaban las variables, donde se hacian los llamados a funciones ademas de visualizar mis propios casos de prueba;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Me permitia ver los errores en mis codigos sin necesidad de tener un profesor presente;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Mediante UNCode, pude realizar muchos ejercicios que me permitieron profundizar y poner a prueba mis conocimientos de los lenguajes que estaba aprendiendo. Por las herramientas con las que disponia, era capaz de ver mis errores para poder corregirlos adecuadamente en el futuro. Sin embargo, la plataforma no siempre me decia el tipo de error que habia cometido, se  caia  con frecuencia y habia situaciones donde no era acorde a otras plataformas que tenian el mismo objetivo que UNCode, por lo que podia confundirme aun mas de lo que me ayudaria.;0;2;0;2;0;0;0;0;2;0;0;2;0;0;2;2;0;0;0;2;0;0;2;0;0;2;2;2
Menu de navegacion simple y facil de entender, sin embargo, a la hora de registrarse para el curso puede llegar a ser un poco enredado por el hecho de no saber si hay una cuenta creada o si hay que crear una y de como se tiene que hacer el registro;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Mostraba cuando se equivocaba, aunque en ocasiones era algo complicado encontrar el error, le exigia al estudiante pero no era exagerado;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Muy versatil para programar en este, ademas, la metodologia de casos de prueba le da un plus extra que ayuda a la compresion de ejercicios;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
No entrega una descripcion clara del problema, es mas util corregir los errores por Colab;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
No lo usamos muchas veces, y al usarlo, nos obligaba a mejorar el programa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Nos da la oportunidad de ver el resultado que se quiere y el que se tiene;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Nos deja ver como se ejecuta un programa en totalidad aparte de que es bastante sencilla de usar.;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Nos mandan ejercicios con lo que podemos practicar y reforzar los que hicimos en clase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Nos permite saber en que nos equivocamos y ademas de eso nos deja visualizar la prueba de escritorio para poder revisar si nos equivocamos en algun punto.;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Nos permitia ejemplos para corregir nuestro codigo y tenia herramientas para evaluar el codigo linea a linea;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Nos permitio realizar talleres/quices conociendo nuestros resultados de forma inmediata, permitiendo retroalimentarnos eficazmente.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Opino que es bastante util ya que te hace en el momento una retroalimentacion de si esta funcionando o no el codigo y puedes corroborar con las pruebas que hace en que casos especificos se esta fallando;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
PDTA: esta mejor el visualice de uncode porque te deja meter varios inputs de una sola ves;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
Para tener la capacidad de construir el conocimiento se debe obtener un Feedback puntual y objetivo, cosa que no ofrece la plataforma.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
Permanece caido;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Permite la aplicacion de conceptos trabajados mediante talleres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Permite practicar e interiorizar los conocimientos que se aprende en clase y los documentos Notebook.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Permite practicar lo que se va aprendiendo durante el curso;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Permite probar el codigo y hacerle un seguimiento de manera sencilla para la deteccion de errores.;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Permite realizar ejercicios de forma practica y sencilla;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Permite visualizar la forma en la que se ejecuta el codigo propuesto, deja ver las entradas y salidas que se proporcionan de una manera sencilla, ademas muestra los errores que el codigo presenta y evalua conforme a eso, tiene un pequeno contra que es lo reducido de las salidas, aunque el codigo haga lo que se pide en el problema propuesto por cualquier caracter adicional hace que todo el test que no coincida este del todo mal.;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1
Permitia crear varios casos y ayudaba a encontrar muchos errores en los codigos;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Permitia evidenciar el avance en el problema. Adicionalmente, permitia ver el paso a paso del progrma y se mostraban los ejercicios de manera organizada.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
Permitia hacer el codigo, probarlo y observar el procedimiento paso a paso;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Permitia ver en casos especificos el programa fallaba para poder retroalimentar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Permitio contextualizar y llevar a cabo de manera efectiva los temas trabajados en clase.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Permitio la creacion de  varios programas en un sistema facil y accesible sin necesidad de descargar el programa de python;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Plantea ejercicios interesantes y permite visualizar los codigos, ademas de que le permite al estudiante el manejo de sus tiempos;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Poder visualizar el flujo del codigo fue bastante util.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Podiamos llevar nuestros avances, testear nuestros codigos, mejor organizacion para las actividades;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
Pone a prueba los conocimientos recolectados en clase.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Por la facilidad en plantear problemas y ejercicios por parte de los profesores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Por las herramientas que brindaba para entender el codigo.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Por lo que he estado en UNcode (solamente para las clases) he aprendido bastante, sin embargo no conozco si en algun taller se enfoquen mas o profundicen en algun lenguaje de programacion.;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Por los talleres y el desarrollo, porque la mayoria de las herramientas que usamos son de otras paginas o aplicaciones.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Por que facilita al estudiante tener un lugar de trabajo academico especial, ademas las herramientas de compilado e integracion de pythontutor permiten al estudiante entender su codigo y ver como se desarrollan variables,funciones,etc.;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Por que facilita la generalizacion de los programas a todos los casos posibles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Por que gracias a los ejercicios puestos en la plataforma pude desarrollar un pensamiento logico y resolver problemas de acuerdo a los temas tratados en clase.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0
Por que nos brindaba una herramienta para programar completamente gratuita, evitando que tuvieramos que descargar programas para programar, ademas de los ejercicios, la simulacion y visualizar el codigo para poder observar nuestros errores;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Por que permite un sencillo sistema de  entrenamiento  donde se nos evalua nuestros programas, de manera que a la vez nos permite encontrar errores y aplicar temas aprendidos.;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Por ser capaz de mostrar la coincidencia entre la salida y las respuestas esperadas, y permitir visualizar como cambian las variables a medida que se ejecuta el codigo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Por ser la plataforma de presentacion de ejercicios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0
Porque a pesar de tener problemas, ayuda a plantearse casos extranos y te hace pensar como solucionarlos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0
Porque agilizaba la ejecucion de los programas en comparacion con otras plataformas como colab en la que toca ingresar entrada por entrada, lo cual demoraba un poco, por tanto utilizaba UNcode incluso para realizar codigos inicialmente no planteados en UNcode, a veces por encima de Google Colab.;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
Porque asegura que estamos tomando todos los errores posibles que puede generar el codigo que estamos creando;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porque ayuda a repasar los temas vistos en clase, y si algo queda mal, te dice cuales son los errores.;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Porque ayudan a aplicar lo aprendido en un codigo con varios casos de pruebas, y el visualizador ayuda a escoger los errores puntales;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Porque brindo una amplia gamma de ejercicios que permitieron practicar el lenguaje.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porque con su sistema, se podian evaluar los codigos en gran cantidad de casos y comprobar su efectividad. De igual forma, nos daba retroalimentacion para hacer las correcciones necesarias;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque considero que los ejercicios son muy practicos y permiten emplear todas las herramientas aprendidas durante las clases;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Porque creo que el hecho de que califique automaticamente y devuelva los errores en las salidas hace que resolver los problemas sea mas rapido y facil.;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
Porque cuenta con herramientas bastante utiles como un tutor de python y permite a los profesores limitar el tiempo de ejecucion de un programa para que el estudiante deba optimizarlo lo que mas pueda. Estas ultima herramienta hace que el estudiante tenga que pensar mejor el codigo, lo que conlleva un mayor aprendizaje.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0
Porque da la opcion de visualizar las posibles salidas de diferentes entradas para asi comparar con el resultado esperado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque debido a lo estricto que es con las salidas, el estudiante no solo se concentra el resolver un problema para un caso de prueba especifico, sino que se concentra en resolver el problema para todos los casos de prueba posibles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque dio un acceso rapido a las herramientas necesarias para programar y a la vez ofrecio distintos talleres que sirvieron de practica y aprendizaje;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Porque en la plataforma podia ver mis errores y asi podia corregirlos y mejorar en ellos.;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque en muchas ocasiones tenia errores en los enunciados, para estos momentos no esta corriendo bien y no brinda las herramientas de visualizacion como antes.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Porque en ocasiones marcaba 100% funcional algunos programas y cuando los usaba para otra actividad estos no se desempenaban de la manera correcta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Porque era necesario un juez para analizar errores.;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porque es efectivamente uno de los fines de UNcode, pero ha caido bastante recientemente (502 Bad Gateway);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Porque es mas una heramienta de entrega de tareas asignadas que de practica.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1
Porque es online y es facil de usar, ademas gracias al juez virtual y los casos de prueba es mas facil entender como funciona cada ejercicio.;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
