comment;ambiente;bondadesPlataforma;CbondadesPlataformaCcasosPrueba;CbondadesPlataformaCconocerErrores;CbondadesPlataformaCconsejosFormativos;CbondadesPlataformaCdisponibilidadLinea;CbondadesPlataformaCespacioTrabajo;CbondadesPlataformaCfacilidadUso;CbondadesPlataformaClenguajes;CbondadesPlataformaCPracticaconstante;CherramientasUNcodeCcustomInput;CherramientasUNcodeClinter;CherramientasUNcodeCpythonTutor;ClogrosPedagogicosCaprendizajeAutonomo;ClogrosPedagogicosCejerciciosEstimulantes;ClogrosPedagogicosCevalluacionEstimulante;ClogrosPedagogicosCEvaluacionOptimizada;ClogrosPedagogicosChabilidadesProgramacion;ClogrosPedagogicosCresolucionProblemas;CMejorableAprenderProgramarCfallasGenerales;CMejorableAprenderProgramarCinflexibilidad;CMejorableAprenderProgramarCobjetivoEducativo;CMejorableAprenderProgramarCretroalimentacionInsuficiente;CMejorableAprenderProgramarCsustituible;colab;HerramientasUNcode;logrosPedagogicos;MejorableAprenderProgramar
Porque es un espacio en el cual se puede diferencia las partes que llevara el codigo y la explicacion del problema.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque es una herramienta complicada, tienes muchos  peros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Porque es una herramienta muy completa, tanto para calificar como para hacer y revisar codigo, lo unico malo que tiene son sus servidores, si hay bastantes personas trabajando a la vez se cae.;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1
Porque es una herramienta que me ayudo a conocer cuales eran los errores que cometia al la hora de hacer algun programa.;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porque es una plataforma interesante que ademas permite conocer los errores en casos de prueba y califica de forma justa;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Porque es una plataforma muy didactica y facil de usar.;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porque es una plataforma que a pesar de los problemas que aun tiene, es muy util, por sus herramientas y la facilidad de usarlo, para realizar las distintas actividades propuestas para la clase.;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
Porque hay muchas posibilidades de verificar los errores con los casos de prueba;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque hay otros programas que tienen mas funciones para programar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
Porque la plataforma le dice a uno lo que sale mal y asi es mas facil revisar donde pudo cometerse el error.;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque la plataforma ofrece la oportunidad de utilizar las herramientas aprendidas en el curso y evalua el desempeno del programa que se escribio. Sin embargo, no permite hacer algunas cosas como utilizar algunos modulos, lo cual hubiera sido util para afianzar los conocimientos.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1
Porque me calificaba los programas que hacia, ademas los ejercicios que tenia me ponian a investigar y aprender mas del tema;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Porque me permitia desarrollar y observar el paso a paso de un programa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Porque me permitia practicar algunas conceptos aprendidos en clase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Porque me permitio comprobar si el codigo escrito para solucionar un problema determinado y su ejecucion eran las indicadas para el problema.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque me permitio realizar los ejercicios en un ambiente muy comodo, ademas es facil de manejar, lo que permite mejorar nuestras habilidades.;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Porque nos permitia conocer nuestros errores y verificar el codigo, pero muchas veces las herramientas como Python Tutor o Test Code no funcionaban correctamente, por lo que tocaba usar otro entorno para ejecutar y probar el codigo.;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
Porque nos permitia saber cuando un codigo funcionaba en su totalidad con diferentes casos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque nos permitia saber que errores teniamos, y muy eficiente al hacer que nuestro codigo fuera totalmente correcto;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Porque nos permitio realizar los ejercicios de talleres, y fue de gran utilidad para verificar que lo que presentamos estaba bien.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
Porque para aprender esta la clase. Realmente UNcod ayuda, en cambio, a reforzar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Porque permite aplicar los conocimientos ensenados sobre programacion de forma similar a la que se haria en un computador por medio de python.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Porque permite desarrollar ejercicios de forma clara con un sistema accesible y entenible.;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porque permite probar el codigo, hacer el seguimiento de su ejecucion y aconseja sobre buenas practicas de programacion o errores que detecta antes de la ejecucion del mismo, esto ultimo ahorra tiempo y permite entender mejor el programa que los textos de error propios de Python.;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque permite visualizar el funcionamiento del codigo.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque permitia una retroalimentacion inmediata y daba ciertas sugerencias que ayudaban a encontrar los bugs en el programa. Ademas que, en muchos programas, lo obligaba a uno a hacerlos de la manera mas optima posible, permitiendonos pensar en una solucion que tomara menos tiempo.;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0
Porque podemos ver el flujo del codigo que ejecutamos para revisar que se hizo mal;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque podemos ver la ejecucion del codigo, los casos de prueba y es facil de usar;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque por medio de la plataforma me fue posible resolver distintos problemas relacionadas con la tematica que me llevaban a un desarrollo de pensamiento propositivo y critico para una solucion adecuada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
Porque por un lado se encuentran ejercicios que ponen a prueba el pensamiento de los estudiantes para realizar lo exigido al pie de la letra, y por otro lado en dado caso de no tener otras plataformas, esta sirve para intentar realizar codigo, ademas que tambien dice los errores obtenidos en el codigo;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Porque presenta herramientas utiles que permiten el testeo de los programas y analizar como estos se comportan (python tutor);0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque probaba los programas con casos que no se me habrian ocurrido y encontraba sus posibles defectos;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Porque que tiene UNcode pasibilidad de visualizar los pasos que realiza cada algoritmo, y esto permite entender de forma mas clara cual es el procedimiento que se esta siguiendo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Porque se puede mirar paso a paso que hace o no hace un programa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Porque se pueden ver claramente algunos outputs esperados, es facil usar multiples inputs y tiene conexion con python tutor (lo que permite entender mejor el codigo). Ademas, uncode ofrece una retroalimentacion inmediata.;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
Porque, a pesar de sus errores, me parece una herramienta muy buena para ejercitarse en el area de la programacion;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Provee un entorno amplio de retroalimentacion y entendimiento del tema;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pude observar en que casos fallaban los algoritmos que disenaba y que la logica que aplicaba no era a mas adecuada,;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Pues al momento de revisar las salidas no es para nada flexible;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Puesto que, a pesar de tener pequenos errores, fue una gran guia para hacer y corregir codigos segun los problemas y casos de prueba presentados. Ademas tiene ciertas funciones que facilitan el proceso de programacion.;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1
Pytutor integrado, casos de prueba y consejos en la parte de la izquierda, vaya belleza de consola.;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Respecto a otros IDE que toca iniciar de cero para probar el codigo, UNCode facilita esto de modo que no toque escribir las entradas cada vez que corre el codigo y la herramienta de verificacion de linea por linea ayuda mucho cuando se inicia en un lenguaje.;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Se podia ver el paso a paso de la ejecucion del codigo, muy util para el aprendizaje;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Si bien la aplicacion cumple con su proposito, presenta varias fallas (Como las varias caidas de la pagina, o la lentitud en ciertas ocasiones) no permiten que el usuario tenga una experiencia amistosa con UNCode;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Si bien muestra un paso a paso del codigo, y presenta unas herramientas para verificar el sintaxis del codigo, estos a veces tardaban demasiado o no funcionaban;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Si en el sentido que tiene la herramienta de visualizador de codigo y tambien permite ver algunos casos de prueba para con las entradas y las salidas para encontrar errores;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Si es una plataforma bastante buena aunque tiene fallos devez en cuando ( se cae la plataforma);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Si ya que UNcode permite ingresar la entrada del codigo de una manera mas rapida que plataformas como Colab lo cual facilitaba probar los ejercicios, aunque en ocasiones emitia mensajes de error al mismo tiempo que la respuesta...;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Si, porque cuando el codigo esta casi completo UNcode me muestra el error para poder corregirlo;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Si, ya que me permitia ver en poco tiempo si mi codigo estaba mal permitiendo corregirlo y a su vez dando consejos de como escribir adecuadamente un codigo;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Siento que fue una plataforma necesaria para resolver problemas de programacion, los cuales me ayudaron a entender mejor los conceptos explicados en clase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
Siento que la herramienta tiene fallas, personalmente solo lo utilice para subir el codigo y comprobar si pasaba o no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1
Sin importar algunos de sus fallos, en algunas ocasiones pude evidenciar mis errores viendo los ejercicios en los que fallaba, mas no estoy totalmente de acuerdo porque al principio no se podia acceder a esa opcion, y se me dificulto mas evidenciar la equivocacion.;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Sobretodo porque permitia ver le paso a paso del codigo para encontrar errores;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Solo es una herramienta para calificar.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Tener una herramienta que facilite escribir codigo y recibir una retroalimentacion  del mismo permite entender lo que uno esta haciendo y como lo esta haciendo. Basicamente gracias a Visualize your code muchas veces logre corregir los errores que existian en el codigo.;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Tenia la opcion de visualizar la ejecucion de mi codigo paso a paso, lo cual me ayudaba encontrar las debilidades de este.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Tenia las herramientas adecuadas, permitia probar diferentes aplicaciones y sobre todo tenia herramientas adicionales que permitian previsualizar el codigo paso por paso y revisar asi cuales eran los errores que se tenian;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Tiende a fallar mucho en tiempos de ejecucion y es una herramienta poco flexible.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
Tiene bastantes fallas, tales como al visualizar la situacion o el programa siendo ejecutado, la interfaz no permite ver el desarrollo para programas largos. O la clasica demora para testear o dar sumbit en el programa;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1
Tuvimos algunos problemas que se presentaban unicamente en y no en Google Collab o en otros entornos de programacion.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Tuvo demasiados fallos a lo largo del semestre y esto afecto muchas veces en la entrega de talleres.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1
UNCodde tiene la salida muy estricta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
UNCode es una herramienta muy util debido a que permite ver como se esta ejecutando el codigo y eso es bastante util a la hora de saber cuantos pasos toma el codigo y el orden de su ejecucion.;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
UNCode fue durante el semestre una herramienta de gran apoyo donde si visualizacion y modo de mostrar cada caso de prueba ayudaba a ver cuales eran los errores y por lo tanto que se debia corregir. A su vez, uncode permite saber si los programas estaban bien o si se demoraban mucho o excedian la memoria y gracias a esto se puede ir mejorando;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
UNCode fue muy util para aprender a programar computadores porque los ejercicios que alli se tienen sirven para practicar y afianzar los conocimientos que se imparten en la clase, asi mismo tener varios casos de prueba nos ayuda a pensar el algoritmo de una manera funcional y optimizada.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0
UNCode fue realmente util ya que cuenta con una interfaz intuitiva que permite disenar mi codigo, hacerle prueba y verificacion de manera muy sencilla, asi como poder usar Python Tutor para hallar errores dentro de mi codigo con mayor facilidad.;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
UNCode fue una herramienta bastante util a la hora de presentar los talleres y quices, pero en si, esta no fue util para aprender acerca de la programacion, aunque realmente, es bastante util conocer los errores en el programa con los casos de prueba, pero no siempre fueron dados. La herramienta de Python Tutor dentro de UNCode si fue increiblemente util, porque mostraba paso a paso el proceso de forma mecanica. Recomiendo que la ventana de este sea un poco mas grande.;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1
UNCode permite realizar los talleres y evaluaciones de manera rapida y efectiva, lo que permitio una forma efectiva de aprender.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
UNCode permite una rapida retroalimentacion de los ejercicios al mismo tiempo que brinda una herramienta similiar a python tutor que permite visualizar el codigo paso a paso, con esto el proceso de encontrar errores es mucho mas simple.;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
UNcode en algunos caso ayudo con el desarrollo pero creeria que la retroalimentacion por parte de la pagina deberia ser mayor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Una herramienta muy buena para saber nuestros errores;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Una herramienta rapida y sencilla que me permitia realizar los talleres y visualizar a su vez en que me equivocaba;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Una plataforma con buenos ejercicios, y herramientas utiles.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Una plataforma sencilla y practica que permite agilizar el trabajo y practicar mas que la forma tradicional;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uncode es una herramienta muy completa que motiva a los estudiantes a seguir programando incluso cuando se tienen bastantes falencias sobre un tema en especifico.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Uncode fue una buena herramienta para programar, pero presenta algunos factores que deberian mejorarse como el hecho de que la pagina suele caerse en varias ocasiones, para hacerse mas optima.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Util para el manejo de conceptos basicos, aunque completamente dificil de usar cuando ciertas herramientas no funcionan(python tutor), tambien ser requerido descargar y probar de manera autonoma errores, usando metodos para diferenciar nuestro output del requerido y pues alto requerimiento de ayuda humana.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1
Visualizador de codigo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Ya que casi nunca tenia errores en la calificacion, y en caso de presentarse algun inconveniente el docente siempre estaba atento a nuestros correos y corregia el problema rapidamente, eso si personalmente de vez en cuando no registra el submit y los datos se borran al cerrar la pestana.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Ya que es una herramienta que nos permite comprobar el funcionamiento y ejecucion de nuestro codigo.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Ya que esta al realizar una evaluacion a fondo de un codigo como tal permite a los estudiantes un correcto desempeno de lo que programar conlleva.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0
Ya que la interfaz no me parece muy comoda y el hecho de que el editor no tenga algunas opciones te hace estar mas tiempo corrigiendo la escritura que programando;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Ya que se nos entregan resultados inmediatos, recalcando en los errores, ademas de una herramienta que nos permite ver el proceso del codigo paso por paso;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
al solo recibir una salida especifica y detallada esto dificulta en una manera muy exponencial la capacidad de los estudiantes de resolucion de problemas, dejando solo una unica respuesta, puesto que la programacion es algo tan intimo y cambiante4 de persona a persona esta deberia revisarse de un metodo distinto donde lo que importara fuera el resultado y no en su mayoria el orden de este mismo o la manera de darlo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1
dio la oportunidad de poner en practica los conocimientos adquiridos en las clases a pesar de la virtualidad. Tambien fue muy util para identificar problemas y plantear diferentes soluciones segun fuesen requeridas;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0
el semestre pasado tuve problemas con uncode, se me borro todo el progreso academico y el profesor no habia guardado notas, por tal razon tuve que cancelar la materi. no obstante este semestre no he tenido problemas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
es una exelente herramienta de evaluacion, y permitir intentar hasta conseguir respuestas correctas ayuda bastante a repasar (siempre que no se haga trampa para sacar los valores deseados);0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
es una gran herramienta que permite un exelente aprendizaje ya que permite ver en tiempo real los resultados de los codigos utilizados para resolver cierto problema;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
es una herramienta muy buena para comprobara que un programa hace lo que se le pide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
es una plataforma bien interesante donde de verdad uno puedo saber si esta haciendo las cosas bien gracias a los variados casos de prueba, lo que hace que uno tenga que hacer un buen programa para que todo salga bien.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
es una plataforma muy intuitiva y con buenas herramientas para la solucion de problemas y ejecucion de los codigos;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
existen plataformas con un ambiente un poco mas amigable como lo es colab;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
facilita la solucion de problemas con su modulo de test code y python tutor;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
fue una herramienta util para hacer la entrega de las actividades;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0
la plataforma cumple en cuanto a sus servicios pero no de la forma mas adecuada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
la plataforma esta bien aunque falla a menudo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
la retroalimentacion que da cuando hay algo incorrecto, resulta muy util al momento de corregir el codigo, aunque a veces (como en el caso del taller 10) no era tan obvia la comparacion entre lo que esta bien, y lo que estaba mal;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
los programas al principios no tenian claridad a la hora de su interpretacion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
me dejaba identificar donde tenia un error en el programa,y el paso a paso de este, Deberian implementar que siempre se vea el tiempo que dura el programa en cada submission.;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
no los mostraba en todos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
permite una valoracion inmediata del trabajo hecho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
permitio el analisis de codigo y la prueba de este;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
permitio la evaluacion de talleres, ademas de ser un compilador paso a paso;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
por ahi se desarrollaron diversos talleres, que ayudaban al entendimiento de las clases;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0
por que es una plataforma que permite usar python sin necesidad de descargarlo, facil de usar, y al permitir guardar todo en el drive es muy conveniente;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
por que nos ayudo a entender mejor las herramientas y a realizar las actividades;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
porque UNcode al tener tantas herramientas a disposicion, como Python Tutor, me permitieron ver como funcionan mis programas y a su ves detectar los errores que estaba cometiendo para corregirlos.;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
porque al darnos un feedback respecto a si tenemos respuestas incorrectas,  me ponia a pensar acerca de los errores que podia estar cometiendo, haciendo retroalimentaciones  seccion por seccion para descubrir el error;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
porque en si un code no ayuda a aprender, es una herramienta de evaluacion de codigo mas no una guia de programacion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1
porque le mostraba a uno los casos y el error que uno cometio, ademas de que el python tutor le hacia a uno la prueba de escritorio ahorrando tiempo en la deteccion del problema;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
porque muchas veces el codigo que pedia, lo hacia y este cumplia el objetivo pero el uncode siempre me aparecia como error;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
porque permite realizar diferentes evaluaciones al codigo y de esta manera verificar su eficiencia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
porque se podia visualizar los errores con las herramientas, se ponen casos para el nivel de conocimiento que uno lleva, y en algunas ocasiones puede ser divertido. Lo unico que si me molestaba eran los quices con tiempo;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1
porque su interfaz permite ver como funciona nuestro codigo y como podemos mejorarlo;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pues es una forma muy facil y util de calificar.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
si porque gracias a el pude constatar que mis ejercicios estuvieran bien hechos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
si, ya que es bastante sencillo e intuitivo a  la hora de su uso;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
solo lo use para enviar los talleres ya que los desarrollaba en otro IDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
uno de los aspectos que considero que mas me colaboro fue el seguimiento de la ejecucion del codigo que UNcode permite;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ya que proporcionaba todas las herramientas necesarias para practicar y mejorar las habilidades basicas (y esenciales) de programacion tanto en c++ como en python 3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
